,compound,date,negative,neutral,positive,source,tweet_text
458,0.4404,2018-04-02 10:00:06,0.0,0.847,0.153,CNN,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/nl3mlydPeM https://t.co/TkAOE7y0V1
459,-0.4588,2018-04-02 09:51:07,0.348,0.488,0.165,CNN,"Roseanne tweets support of Trump conspiracy theory, confuses Twitter https://t.co/IY1u69kx8b https://t.co/4MUOzh8b0s"
460,0.0,2018-04-02 11:33:07,0.0,1.0,0.0,CBSNews,"Here are three things you should know this morning:
1⃣Russia tests anti-ballistic missile
2⃣Jury selection in Cosby… https://t.co/LOc78SUdKs"
461,0.0,2018-04-02 11:21:01,0.0,1.0,0.0,CBSNews,"Remembering Steven Bochco, TV creator of ""Hill Street Blues"" and ""NYPD Blue""  https://t.co/WSUBh4bjsu https://t.co/c9qH6fN0l7"
462,0.0,2018-04-02 11:18:46,0.0,1.0,0.0,CBSNews,"Millions of shoppers at Saks Fifth Avenue, Saks off Fifth and Lord &amp; Taylor may be impacted by a massive data breac… https://t.co/uuShVNJaAa"
463,0.0,2018-04-02 11:14:28,0.0,1.0,0.0,CBSNews,The Sacramento Sheriff's Dept. will release more information after one of its vehicles hit a protester Saturday. A… https://t.co/9rbgV8uU1j
464,0.0,2018-04-02 11:12:40,0.0,1.0,0.0,CBSNews,Hundreds of schools in Oklahoma and Kentucky are closed today as thousands of teachers prepare to rally at their St… https://t.co/fnhKnkN1WP
465,0.0,2018-04-02 11:11:57,0.0,1.0,0.0,CBSNews,Pieces of the defunct Chinese space station crashed overnight into a remote part of the South Pacific. The Tiangong… https://t.co/imDW8ErDPs
466,0.0,2018-04-02 11:10:52,0.0,1.0,0.0,CBSNews,"A Spring snowstorm is affecting 35 million people in the East. Around two inches could fall in New York, while part… https://t.co/muCYhKqdeY"
467,0.128,2018-04-02 11:08:42,0.065,0.846,0.09,CBSNews,China imposed significant tariffs overnight on more than 100 imported American goods. The move is in retaliation fo… https://t.co/rKLZNq7kXj
468,-0.4019,2018-04-02 11:05:33,0.211,0.688,0.101,CBSNews,President Trump promised no more immigration talks with Congress and also threatened to end NAFTA if Mexico does no… https://t.co/lE5eMedCDw
469,-0.4228,2018-04-02 11:04:03,0.177,0.728,0.095,CBSNews,"Fifty years after Martin Luther King Jr.'s assassination, a vast majority of Americans call him a very important hi… https://t.co/YAQvi03t6g"
470,-0.5994,2018-04-02 11:00:02,0.178,0.822,0.0,CBSNews,"This week marks the 50th anniversary of the assassination of Dr. Martin Luther King Jr. Ahead on @CBSThisMorning,… https://t.co/QpD6pxc3LY"
471,-0.802,2018-04-02 10:55:01,0.324,0.676,0.0,CBSNews,Investigators say the crash off a California cliff that killed a Washington state family may have been intentional.… https://t.co/NzOyR1yVM5
472,0.0,2018-04-02 10:45:01,0.0,1.0,0.0,CBSNews,AHEAD on @CBSThisMorning: @CecileRichards is entering her final weeks at the helm of Planned Parenthood. She will s… https://t.co/SfBSB1MKV8
473,-0.802,2018-04-02 10:41:01,0.324,0.676,0.0,CBSNews,"Deadly SUV cliff crash that killed a Washington state family may have been intentional, according preliminary evide… https://t.co/mJaZ2mMNeI"
474,0.0,2018-04-02 10:27:00,0.0,1.0,0.0,CBSNews,"RT @CBSThisMorning: THIS MORNING: 
🔜@danackerman talks about the latest data breach
🔜@ianbremmer discusses China's new tariffs on American…"
475,0.1531,2018-04-02 10:21:01,0.182,0.556,0.263,CBSNews,Commentary: Want to be loved by the Left? Get fired by Trump https://t.co/htqkDqIjJH https://t.co/laBa4jWrIS
476,-0.5423,2018-04-02 10:03:04,0.241,0.759,0.0,CBSNews,"Saks Fifth Avenue, Lord &amp; Taylor stores suffer data breach https://t.co/uza30WLOfo https://t.co/PDCjkhekmy"
477,-0.9042,2018-04-02 09:54:04,0.528,0.472,0.0,CBSNews,"Death toll rises, Israel rejects calls for probe into Gaza violence https://t.co/2NMiL7xDhV https://t.co/XMRF5ppgmK"
478,0.0,2018-04-02 09:48:03,0.0,1.0,0.0,CBSNews,Villanova and Michigan head to NCAA national title game https://t.co/mShhDUbl3v https://t.co/Iy7xumDR7g
479,-0.6705,2018-04-02 09:40:06,0.29,0.71,0.0,CBSNews,Three year old killed in drive-by shooting just outside Atlanta https://t.co/ZKra7wCekF https://t.co/w7FUzIs87t
480,0.0,2018-04-02 05:00:35,0.0,1.0,0.0,nytimes,Oped-Contributor: Who is a Turk? It’s Complicated https://t.co/mMfUCvRnrN
481,0.0,2018-04-02 04:55:35,0.0,1.0,0.0,nytimes,Seeing Martin Luther King Jr. in a New Light https://t.co/OPVI1HpP08
482,-0.1531,2018-04-02 04:51:35,0.156,0.714,0.129,nytimes,"A new class of feminist TV encourages tween girls to experiment, fail and then try all over again https://t.co/WC1fZd3CX6"
483,0.4588,2018-04-02 04:34:39,0.11,0.682,0.208,nytimes,"RT @nytimesworld: He helped save 600 children from the Nazis but regretted that he couldn't save more. Johan van Hulst, one of the Righteou…"
484,-0.5719,2018-04-02 04:17:54,0.27,0.73,0.0,nytimes,What if we could train ourselves to crave negative feedback? https://t.co/BPC2XGaApp
485,0.4019,2018-04-02 04:00:50,0.0,0.769,0.231,nytimes,Costa Rica Election Hands Presidency to Governing Party Stalwart https://t.co/0bMaWc0BkA
486,0.4871,2018-04-02 04:00:50,0.0,0.857,0.143,nytimes,RT @nytimesworld: Saving the Iberian lynx? A popular E.U. program. Saving a freshwater mussel from pollution? Not so much. “People don’t re…
487,0.0,2018-04-02 03:42:11,0.0,1.0,0.0,nytimes,"Pitchers for the Arizona Diamondbacks will have the choice to be driven from the bullpen or trot in, as usual https://t.co/jGcKtDQgVB"
488,0.5859,2018-04-02 03:25:11,0.0,0.73,0.27,nytimes,Can AI research in Silicon Valley change the way Hollywood creates special effects in movies?https://t.co/6jv0wYvKu3
489,-0.7783,2018-04-02 03:06:30,0.298,0.702,0.0,nytimes,A California judge’s ruling would require cancer warning labels on coffee. The coffee industry is considering how t… https://t.co/9Qw94wwseM
490,-0.34,2018-04-02 02:49:57,0.179,0.821,0.0,nytimes,China Slaps Tariffs on U.S. Products in Warning Shot to Trump https://t.co/krRoVOKAdc
491,-0.5574,2018-04-02 02:42:05,0.187,0.813,0.0,nytimes,"RT @mattfleg: “We’ll outlive them.” Student activists settle into a new phase of the gun debate: the long, uncertain slog toward lasting ch…"
492,-0.7184,2018-04-02 02:24:13,0.4,0.6,0.0,nytimes,How to Fill Unpleasant Jobs in Undesirable Places: Recruit Refugees https://t.co/5hIkWkwJKm
493,-0.3612,2018-04-02 02:12:17,0.217,0.783,0.0,nytimes,China’s Space Station Has Finally Fallen Back to Earth https://t.co/UR38rxikOy
494,-0.1531,2018-04-02 02:05:19,0.074,0.926,0.0,nytimes,RT @nytimesworld: Two artists have unveiled what they say is Denmark’s first public monument to a black woman: a 19th-century rebel queen w…
495,-0.3321,2018-04-02 01:48:39,0.111,0.889,0.0,nytimes,He had a breakdown and later found refuge in a Bronx boatyard. He’d been running from a past most people would envy. https://t.co/lmVAFsfmiz
496,0.765,2018-04-02 01:33:02,0.0,0.678,0.322,nytimes,RT @TylerKepner: On Baseball: Gabe Kapler promised to be bold. But is Philadelphia — and baseball — ready for him? https://t.co/ij6IXN6gUm
497,-0.3818,2018-04-02 01:19:37,0.191,0.809,0.0,nytimes,"After Gaza Clash, Israel and Palestinians Fight With Videos and Words https://t.co/h7L7rmQHnN"
498,0.0,2018-04-02 01:11:34,0.0,1.0,0.0,nytimes,RT @NYTScience: What makes that knuckle cracking noise? Researchers built a mathematical model to explain it. https://t.co/8ntdalgMy0
499,-0.0865,2018-04-02 00:55:05,0.128,0.758,0.114,nytimes,More than 5 million credit and debit card numbers have been stolen from Saks Fifth Avenue and Lord &amp; Taylor custome… https://t.co/hJwop8wk82
500,0.0,2018-04-02 08:05:00,0.0,1.0,0.0,FoxNews,An Arizona highway patrolman gave his colleagues a tearful goodbye on his last day on the job after serving for 37… https://t.co/1UEGr6zLzp
501,-0.7003,2018-04-02 08:02:00,0.459,0.541,0.0,FoxNews,"Delta flight loses engine to bird strike, forced to land https://t.co/8IoY9i7XXh"
502,-0.6705,2018-04-02 07:58:00,0.282,0.718,0.0,FoxNews,".@charliekirk11: ""@POTUS's policies are benefiting the American people... Black unemployment is the lowest it's eve… https://t.co/fnQvlrV84r"
503,-0.3182,2018-04-02 07:54:00,0.108,0.892,0.0,FoxNews,Anthony and Kimberly Dalrymple hold a flag as they walk near Mandalay Bay during a vigil for victims &amp; survivors of… https://t.co/gQdKU6i6Qi
504,0.5106,2018-04-02 07:51:00,0.0,0.845,0.155,FoxNews,"Former Attorney General Edwin Meese III: ""We need strong leadership, which would move us back towards the Constitut… https://t.co/hYx078tSz4"
505,0.0,2018-04-02 07:46:00,0.0,1.0,0.0,FoxNews,Witnesses forever changed by MLK's final days https://t.co/nNtVJ9Ye89
506,0.0,2018-04-02 07:41:00,0.0,1.0,0.0,FoxNews,".@DarrellIssa: ""Any time a company is essentially monetizing data, there has to be a lot more protection for the co… https://t.co/F315lzQwwg"
507,-0.0572,2018-04-02 07:38:00,0.06,0.94,0.0,FoxNews,".@DiamondandSilk on some states against the citizenship question on the 2020 census: ""They don't want us to know wh… https://t.co/dmYDpH1prF"
508,-0.6249,2018-04-02 07:33:00,0.347,0.518,0.135,FoxNews,India hotel collapse kills 10 people; 10 others pulled from rubble alive https://t.co/8uufq8dBev
509,0.3182,2018-04-02 07:28:00,0.0,0.887,0.113,FoxNews,".@TomiLahren: ""We need to make sure that Americans come first in California and the rest of the country."" https://t.co/iUsYmraWVb"
510,-0.5106,2018-04-02 07:24:00,0.208,0.71,0.082,FoxNews,"Ex-Russian spy poisoning a 'new era of warfare,' UK Defense Secretary says, amid diplomatic fallout https://t.co/22DuFo3AEq"
511,0.0258,2018-04-02 07:20:00,0.131,0.735,0.135,FoxNews,.@mschlapp: “This whole idea that President #Trump is somehow chaotic and unique because he has his own strong poin… https://t.co/K7odIHyJP6
512,0.4215,2018-04-02 07:15:00,0.152,0.556,0.293,FoxNews,"Teen left severely disabled after swallowing slug looks to family, friends for support https://t.co/BEXu92OhKi"
513,0.0,2018-04-02 07:10:00,0.0,1.0,0.0,FoxNews,".@jasoninthehouse on 2020 census: ""The census is going to count everybody. We're having our national debate about D… https://t.co/x62cyoWHsf"
514,-0.7717,2018-04-02 07:05:00,0.379,0.621,0.0,FoxNews,.@WhiteHouse goes on attack over ex-VA head Shulkin's claim he was fired https://t.co/O576gt2a5B
515,0.0,2018-04-02 07:00:01,0.0,1.0,0.0,FoxNews,".@LindseyGrahamSC on Syria: ""Well, Mr. President, when it comes to Russia, read the Ronald Reagan playbook. When it… https://t.co/8RWwMAGLey"
516,-0.4019,2018-04-02 06:55:00,0.278,0.722,0.0,FoxNews,Mexico candidate fights ruling party's tarnished image https://t.co/QbdUXhV49L
517,-0.2263,2018-04-02 06:50:00,0.095,0.905,0.0,FoxNews,"Former Attorney General Edwin Meese III on President Reagan's perspective on campus protests: ""Listen to what the g… https://t.co/xv0nfzTWh3"
518,0.0,2018-04-02 06:45:00,0.0,1.0,0.0,FoxNews,"OPINION: Fleeing Venezuelans need refuge in the US, Latin America and elsewhere https://t.co/AqM4tqdN4O"
519,0.7906,2018-04-02 06:40:00,0.0,0.692,0.308,FoxNews,".@ainsleyearhardt on new book ""The Light Within Me"": ""This is giving God the glory. It is not about Ainsley Earhard… https://t.co/sORdLszg7F"
520,0.0,2018-04-01 07:58:36,0.0,1.0,0.0,BBCWorld,Florida alligator: Police posts show Nokomis pool gator https://t.co/0x8b3pw2KP
521,-0.1779,2018-04-01 07:51:27,0.114,0.802,0.084,BBCWorld,RT @BBCNews: 8-year-old Alexa is going blind — she's created a list of things she wants to see before that happens ❤️ https://t.co/dr2Nrg3w…
522,-0.34,2018-04-01 06:41:44,0.231,0.769,0.0,BBCWorld,Russia Kemerovo fire: Aman Tuleyev quits as governor https://t.co/ii5cAgRpWz
523,-0.34,2018-04-01 03:41:32,0.179,0.821,0.0,BBCWorld,Moscow official says West is trying to deny Russia World Cup https://t.co/5JVntZJ4lh
524,0.5574,2018-04-01 03:36:37,0.0,0.714,0.286,BBCWorld,Pope Francis baptises Italy's 'migrant hero' at Easter service https://t.co/z5OB3dVrk1
525,0.0,2018-04-01 01:00:34,0.0,1.0,0.0,BBCWorld,How Aboriginal Australians forged tools from early British ships https://t.co/CuvibhS3kb
526,0.0,2018-04-01 00:58:25,0.0,1.0,0.0,BBCWorld,Nigerian senator salary calculator: How do you compare? https://t.co/SyWa071zJQ
527,-0.4767,2018-04-01 00:53:11,0.256,0.744,0.0,BBCWorld,The country where the British are blamed for everything https://t.co/WKlL7puhTi
528,-0.5574,2018-04-01 00:45:50,0.31,0.69,0.0,BBCWorld,India's Gorakhpur hospital: The night the children died https://t.co/RVKrDG7My0
529,0.4215,2018-04-01 00:26:42,0.0,0.763,0.237,BBCWorld,The 83-year-old lingerie model with a powerful message about ageing https://t.co/yXUWOi6h9A
530,-0.6124,2018-04-01 00:12:27,0.5,0.5,0.0,BBCWorld,Skripal poisoning: Russian diplomats leave Washington https://t.co/XbjPHdu9WC
531,-0.8225,2018-03-31 23:59:35,0.489,0.511,0.0,BBCWorld,Syria war: 'Deal struck' to take critically injured out of Douma https://t.co/rxrPzldruh
532,-0.8555,2018-03-31 22:32:48,0.54,0.46,0.0,BBCWorld,Mali jihadist faces war crimes charges at International Criminal Court https://t.co/S9jP4zK1lS
533,0.5719,2018-03-31 22:06:25,0.0,0.684,0.316,BBCWorld,In pictures: Christians celebrate Easter around the world https://t.co/L3dNNyDAJi
534,-0.5994,2018-03-31 21:15:33,0.358,0.642,0.0,BBCWorld,French fairground ride hurls man to death https://t.co/bT1hIFLmpN
535,0.0,2018-03-31 21:05:46,0.0,1.0,0.0,BBCWorld,Mount Everest: Sherpa to attempt record 22nd climb https://t.co/EeYVMBm9Kq
536,0.0,2018-03-31 20:29:45,0.0,1.0,0.0,BBCWorld,Sri Lankan navy refloats WW2 ship https://t.co/VA0ndRRrnZ
537,0.0,2018-03-31 18:40:18,0.0,1.0,0.0,BBCWorld,New footage emerges of the lead up to the 2016 police shooting of Alton Sterling https://t.co/5J8TDTNaAr
538,0.0,2018-03-31 18:28:00,0.0,1.0,0.0,BBCWorld,Rhino census in India's Kaziranga park counts 12 more https://t.co/mEBe2fqFTo
539,-0.296,2018-03-31 18:18:54,0.274,0.566,0.16,BBCWorld,Donald Trump steps up attacks on Amazon https://t.co/2Z3qwpi0cZ
540,0.0,2018-04-02 09:33:04,0.0,1.0,0.0,CBSNews,"New Yorker turns garbage into art, and turns his home into a museum https://t.co/XQ1oaN9AdT https://t.co/BRKdkdHhvD"
541,0.4939,2018-04-02 09:18:03,0.0,0.802,0.198,CBSNews,Preservationists race to save old shipwreck battered by waves on Florida beach https://t.co/lIbmZ273iL https://t.co/jbBassIYM7
542,-0.4404,2018-04-02 09:12:04,0.209,0.791,0.0,CBSNews,Frantic search for teen who apparently fell into sewage pipe https://t.co/653vg2bufj https://t.co/ZamIDYWj4d
543,-0.6249,2018-04-02 09:03:04,0.24,0.76,0.0,CBSNews,"U.N. refugee chief says there are ""not enough"" resources to tackle crisis https://t.co/BmYjwxEUfH https://t.co/gFXlr6rgbE"
544,-0.4939,2018-04-02 08:48:04,0.225,0.775,0.0,CBSNews,Instruments stolen from Bruce Springsteen's E Street Band guitarist Nils Lofgren https://t.co/iJ1TLkGcrj https://t.co/aXhUj29VrH
545,0.4939,2018-04-02 08:33:04,0.0,0.814,0.186,CBSNews,Teens begin 50-mile march to Memphis in honor of Martin Luther King Jr. https://t.co/20OCE6aWD4 https://t.co/kwnUOhA2pF
546,0.0,2018-04-02 08:18:04,0.0,1.0,0.0,CBSNews,"John Krasinski &amp; Emily Blunt find ""A Quiet Place"" together https://t.co/1VWJWMVUOO https://t.co/eVrldqEmc9"
547,-0.1531,2018-04-02 08:03:04,0.281,0.548,0.171,CBSNews,"Trey Gowdy: Congressional investigations ""leak like the Gossip Girls"" https://t.co/klQ3uDSXNz https://t.co/owHNBaxWnb"
548,0.4404,2018-04-02 07:48:04,0.0,0.775,0.225,CBSNews,How a stranger's plea turned into a friendship and a publishing enterprise https://t.co/iDYpvLUAn2 https://t.co/G66dw0mBFn
549,-0.1027,2018-04-02 07:33:03,0.097,0.903,0.0,CBSNews,China imposing new tariffs on U.S. products in retaliation of Trump tariffs https://t.co/G2SFtYn2AH https://t.co/62i7oiiYu7
550,-0.765,2018-04-02 07:18:03,0.423,0.577,0.0,CBSNews,Marymount University student taken into custody after bomb threat https://t.co/54VSXNnmPT https://t.co/5XESMQUHFe
551,0.296,2018-04-02 07:03:05,0.0,0.872,0.128,CBSNews,"Sen. Tim Scott says he would be ""disappointed"" if President Trump pardons Paul Manafort https://t.co/JqMS2J6K4o https://t.co/LdpI12LyMK"
552,0.765,2018-04-02 06:48:04,0.0,0.645,0.355,CBSNews,"Sen. Tim Scott says polarization one of the ""greatest national security issues"" https://t.co/1ZwD4R907H https://t.co/mRCGOJfCcX"
553,0.4939,2018-04-02 06:33:04,0.0,0.814,0.186,CBSNews,Teens begin 50-mile march to Memphis in honor of Martin Luther King Jr. https://t.co/20OCE6aWD4 https://t.co/K54jSt2PQW
554,0.7351,2018-04-02 06:18:03,0.0,0.592,0.408,CBSNews,"How ""Ready Player One"" author Ernie Cline finally won https://t.co/bi2MxVKfJq https://t.co/ZRDuu0H77S"
555,0.0,2018-04-02 06:03:04,0.0,1.0,0.0,CBSNews,"""Frozen"" songwriters Bobby and Kristen Lopez: Collaborators for life https://t.co/05Y4x7JeWb https://t.co/vubeSwHi1x"
556,-0.3612,2018-04-02 05:48:03,0.2,0.8,0.0,CBSNews,Overload: How technology is bringing us too much information https://t.co/bA7mzYgQXD https://t.co/OYc2JPIW8G
557,0.1779,2018-04-02 05:33:03,0.0,0.855,0.145,CBSNews,"Amazon, Google patent applications hint at devices listening more https://t.co/3U2TXTff4Y https://t.co/6lLyHCDXxQ"
558,-0.7096,2018-04-02 05:18:04,0.357,0.516,0.127,CBSNews,"""Palm Sunday Massacre"" killer Christopher Thomas freed after 34 years in prison https://t.co/d5sMp3n1yQ https://t.co/I752bC75KQ"
559,-0.4588,2018-04-02 05:03:05,0.231,0.769,0.0,CBSNews,Video shows man attacking Muslim woman at Detroit hospital https://t.co/xkK7lk1jvg https://t.co/jOjGslQp7x
560,0.0,2018-04-02 09:41:02,0.0,1.0,0.0,CNN,Why the universe shouldn't exist at all https://t.co/8QmK9ITNGT | via @CNNOpinion https://t.co/e3OHexyGdd
561,0.6369,2018-04-02 09:30:07,0.0,0.682,0.318,CNN,The best travel photos of 2018 (so far) https://t.co/oVI1jDYYt9 https://t.co/wKUqly1OA9
562,0.3818,2018-04-02 09:00:09,0.114,0.669,0.217,CNN,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/8p7x5I3FcJ"
563,-0.5106,2018-04-02 08:41:29,0.202,0.798,0.0,CNN,This ancient Chinese art was at risk of becoming obsolete. Here's how Dragon scale bookbinding is being resurrected… https://t.co/5aFfIjJBGk
564,0.0,2018-04-02 08:30:14,0.0,1.0,0.0,CNN,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/78QKY3wZSM
565,0.2263,2018-04-02 08:15:09,0.0,0.913,0.087,CNN,"The Chinese government said that tariffs on about $3 billion worth of US imports are going into effect Monday, hitt… https://t.co/5m441H8Ui4"
566,-0.4588,2018-04-02 08:07:01,0.25,0.75,0.0,CNN,Destroyer with a history shows US flag in Pacific https://t.co/I9JA2PIOYa https://t.co/8Fd5Z2wF2F
567,0.6808,2018-04-02 08:00:06,0.0,0.781,0.219,CNN,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/yrqLCUsLbL
568,0.0,2018-04-02 07:49:21,0.0,1.0,0.0,CNN,"A family SUV found at the bottom of a California cliff last week may have been deliberately driven off the road, po… https://t.co/5sjxhqQzIz"
569,0.0,2018-04-02 07:38:01,0.0,1.0,0.0,CNN,This photographer captures wacky Japanese public toilets https://t.co/G7U0SGmmBq via @CNNTravel https://t.co/NABwM7m3Vf
570,-0.0865,2018-04-02 07:30:09,0.133,0.748,0.119,CNN,"Hackers have stolen information for more than 5 million credit and debit cards used at Saks Fifth Avenue, Saks Off… https://t.co/jP8a2nCGFf"
571,0.0,2018-04-02 07:17:12,0.0,1.0,0.0,CNN,"The Tiangong-1 space lab re-entered Earth's atmosphere Monday morning, landing in the middle of the South Pacific,… https://t.co/uEWZwOLhRs"
572,0.1779,2018-04-02 07:09:39,0.0,0.884,0.116,CNN,"Trump presidential campaign spent more than $150,000 on Amazon, CBS News reports https://t.co/TcXrUzbAY1 https://t.co/FypD6mWHY3"
573,0.0772,2018-04-02 07:00:36,0.0,0.92,0.08,CNN,"New book alleges Kellyanne Conway is the ""number one leaker"" in President Trump's White House… https://t.co/hWgsCbbrQs"
574,-0.3182,2018-04-02 06:56:04,0.17,0.717,0.112,CNN,British authorities examining the poisoning of former Russian spy Sergei Skripal believe the daring placement of th… https://t.co/XycQPUbRON
575,0.5423,2018-04-02 06:48:42,0.0,0.8,0.2,CNN,"Russian President Vladimir Putin unleashes ""Satan 2"" missile in a blaze of glory https://t.co/K7jJXrAQKp (via… https://t.co/WDMtAmo2ak"
576,-0.296,2018-04-02 06:30:08,0.115,0.885,0.0,CNN,President Trump says there will be no deal with Democrats to legalize thousands of undocumented immigrants brought… https://t.co/5HFyQleGOi
577,0.0,2018-04-02 06:26:50,0.0,1.0,0.0,CNN,"Kim Jong Un was ""deeply moved"" by a K-pop concert in Pyongyang, where South Korean musicians were allowed to travel… https://t.co/NpFgG6tJGl"
578,0.0,2018-04-02 06:14:05,0.0,1.0,0.0,CNN,Their journey north sparked a Trump tweetstorm https://t.co/AbdtfWLVJ4 https://t.co/IGlfU3WC4F
579,0.3818,2018-04-02 06:00:18,0.114,0.669,0.217,CNN,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/az0J7250zn"
580,0.0,2018-04-02 09:33:04,0.0,1.0,0.0,CBSNews,"New Yorker turns garbage into art, and turns his home into a museum https://t.co/XQ1oaN9AdT https://t.co/BRKdkdHhvD"
581,0.4939,2018-04-02 09:18:03,0.0,0.802,0.198,CBSNews,Preservationists race to save old shipwreck battered by waves on Florida beach https://t.co/lIbmZ273iL https://t.co/jbBassIYM7
582,-0.4404,2018-04-02 09:12:04,0.209,0.791,0.0,CBSNews,Frantic search for teen who apparently fell into sewage pipe https://t.co/653vg2bufj https://t.co/ZamIDYWj4d
583,-0.6249,2018-04-02 09:03:04,0.24,0.76,0.0,CBSNews,"U.N. refugee chief says there are ""not enough"" resources to tackle crisis https://t.co/BmYjwxEUfH https://t.co/gFXlr6rgbE"
584,-0.4939,2018-04-02 08:48:04,0.225,0.775,0.0,CBSNews,Instruments stolen from Bruce Springsteen's E Street Band guitarist Nils Lofgren https://t.co/iJ1TLkGcrj https://t.co/aXhUj29VrH
585,0.4939,2018-04-02 08:33:04,0.0,0.814,0.186,CBSNews,Teens begin 50-mile march to Memphis in honor of Martin Luther King Jr. https://t.co/20OCE6aWD4 https://t.co/kwnUOhA2pF
586,0.0,2018-04-02 08:18:04,0.0,1.0,0.0,CBSNews,"John Krasinski &amp; Emily Blunt find ""A Quiet Place"" together https://t.co/1VWJWMVUOO https://t.co/eVrldqEmc9"
587,-0.1531,2018-04-02 08:03:04,0.281,0.548,0.171,CBSNews,"Trey Gowdy: Congressional investigations ""leak like the Gossip Girls"" https://t.co/klQ3uDSXNz https://t.co/owHNBaxWnb"
588,0.4404,2018-04-02 07:48:04,0.0,0.775,0.225,CBSNews,How a stranger's plea turned into a friendship and a publishing enterprise https://t.co/iDYpvLUAn2 https://t.co/G66dw0mBFn
589,-0.1027,2018-04-02 07:33:03,0.097,0.903,0.0,CBSNews,China imposing new tariffs on U.S. products in retaliation of Trump tariffs https://t.co/G2SFtYn2AH https://t.co/62i7oiiYu7
590,-0.765,2018-04-02 07:18:03,0.423,0.577,0.0,CBSNews,Marymount University student taken into custody after bomb threat https://t.co/54VSXNnmPT https://t.co/5XESMQUHFe
591,0.296,2018-04-02 07:03:05,0.0,0.872,0.128,CBSNews,"Sen. Tim Scott says he would be ""disappointed"" if President Trump pardons Paul Manafort https://t.co/JqMS2J6K4o https://t.co/LdpI12LyMK"
592,0.765,2018-04-02 06:48:04,0.0,0.645,0.355,CBSNews,"Sen. Tim Scott says polarization one of the ""greatest national security issues"" https://t.co/1ZwD4R907H https://t.co/mRCGOJfCcX"
593,0.4939,2018-04-02 06:33:04,0.0,0.814,0.186,CBSNews,Teens begin 50-mile march to Memphis in honor of Martin Luther King Jr. https://t.co/20OCE6aWD4 https://t.co/K54jSt2PQW
594,0.7351,2018-04-02 06:18:03,0.0,0.592,0.408,CBSNews,"How ""Ready Player One"" author Ernie Cline finally won https://t.co/bi2MxVKfJq https://t.co/ZRDuu0H77S"
595,0.0,2018-04-02 06:03:04,0.0,1.0,0.0,CBSNews,"""Frozen"" songwriters Bobby and Kristen Lopez: Collaborators for life https://t.co/05Y4x7JeWb https://t.co/vubeSwHi1x"
596,-0.3612,2018-04-02 05:48:03,0.2,0.8,0.0,CBSNews,Overload: How technology is bringing us too much information https://t.co/bA7mzYgQXD https://t.co/OYc2JPIW8G
597,0.1779,2018-04-02 05:33:03,0.0,0.855,0.145,CBSNews,"Amazon, Google patent applications hint at devices listening more https://t.co/3U2TXTff4Y https://t.co/6lLyHCDXxQ"
598,-0.7096,2018-04-02 05:18:04,0.357,0.516,0.127,CBSNews,"""Palm Sunday Massacre"" killer Christopher Thomas freed after 34 years in prison https://t.co/d5sMp3n1yQ https://t.co/I752bC75KQ"
599,-0.4588,2018-04-02 05:03:05,0.231,0.769,0.0,CBSNews,Video shows man attacking Muslim woman at Detroit hospital https://t.co/xkK7lk1jvg https://t.co/jOjGslQp7x
